RUN_ID,SHIFT_PORT_GRP_PV,ARRIVEDEPART,WEEKDAY_END_PV,AM_PM_NIGHT_PV,MIGSI,POSS_SHIFT_CROSS,SAMP_SHIFT_CROSS,MIN_SH_WT,MEAN_SH_WT,MAX_SH_WT,COUNT_RESPS,SUM_SH_WT
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,633.0,1,,,,,,10.000,10.000,10.000,9,90.000
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,633.0,2,,,,,,10.000,10.000,10.000,15,150.000
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,633.0,1,1,1,10,165,,10.000,10.000,10.000,9,90.000
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,633.0,2,1,1,10,165,,10.000,10.000,10.000,15,150.000
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,634.0,1,,,,,,10.000,19.302,20.000,43,830.000
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,634.0,2,,,,,,10.000,10.000,10.000,15,150.000
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,634.0,1,1,1,10,759,,10.000,10.000,10.000,3,30.000
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,634.0,1,1,1,20,759,,20.000,20.000,20.000,40,800.000
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,634.0,2,1,1,10,756,,10.000,10.000,10.000,15,150.000
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,635.0,1,1,1,,57,,,,,,
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,635.0,2,1,1,,60,,,,,,
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,636.0,1,1,1,,108,,,,,,
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,636.0,2,1,1,,108,,,,,,
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,641.0,1,1,1,,0,,,,,,
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,641.0,2,1,1,,0,,,,,,
